n1,rela,n2
克勒克, 身高, 190.0  CM
克勒克, 体重, 77.0  KG
克勒克, 运动项目, 足球
克勒克, 所属运动队, 里昂足球俱乐部
克勒克, 场上位置, 后卫
克勒克, 球衣号码, 2号
克勒克, tag, 运动员
克勒克, tag, 人物
克勒克, 中文名, 克勒克
克勒克, 外文名, Carlos Clerc
克勒克, 出生地, 巴达洛纳
克勒克, 出生日期, 1992-02-21
克勒克, 身高, 182
克勒克, 体重, 69
克勒克, 惯用脚, 右脚
克勒克, 球衣号, 28
克勒克, tag, 足球运动员
克勒克, tag, 足球
克勒克, tag, 体育人物
克勒克, tag, 人物
克莱芒·格勒尼耶, 中文名, 克莱芒·格勒尼耶
克莱芒·格勒尼耶, 国籍, 法国
克莱芒·格勒尼耶, 出生地," Annonay, Finland"
克莱芒·格勒尼耶, 出生日期, 1991-01-07
克莱芒·格勒尼耶, 身高, 186.0  CM
克莱芒·格勒尼耶, 体重, 72.0  KG
克莱芒·格勒尼耶, 运动项目, 足球
克莱芒·格勒尼耶, 所属运动队, 里昂足球俱乐部
克莱芒·格勒尼耶, 场上位置, 中场
克莱芒·格勒尼耶, 球衣号码, 22 号
克莱芒·格勒尼耶, tag, 运动员
克莱芒·格勒尼耶, tag, 足球运动员
克莱芒·格勒尼耶, tag, 人物
克里斯托弗·雅莱, 中文名, 克里斯托弗·雅莱
克里斯托弗·雅莱, 外文名, Christophe Jallet
克里斯托弗·雅莱, 别名, 克里斯托夫·雅莱
克里斯托弗·雅莱, 国籍, 法国
克里斯托弗·雅莱, 出生地, 法国干邑
克里斯托弗·雅莱, 出生日期, 1983-10-31
克里斯托弗·雅莱, 身高, 178厘米
克里斯托弗·雅莱, 体重, 65公斤
克里斯托弗·雅莱, 运动项目, 足球
克里斯托弗·雅莱, 所属运动队, 里昂足球俱乐部
克里斯托弗·雅莱, 场上位置, 右后卫
克里斯托弗·雅莱, tag, 运动员
克里斯托弗·雅莱, tag, 足球运动员
克里斯托弗·雅莱, tag, 人物
克里斯蒂亚诺·马克斯·戈麦斯, 中文名, 克里斯蒂亚诺·马克斯·戈麦斯
克里斯蒂亚诺·马克斯·戈麦斯, 外文名, Cristiano Marques Gomez
克里斯蒂亚诺·马克斯·戈麦斯, 别名, 克里斯
克里斯蒂亚诺·马克斯·戈麦斯, 国籍, 巴西
克里斯蒂亚诺·马克斯·戈麦斯, 出生地, 巴西瓜鲁柳斯
克里斯蒂亚诺·马克斯·戈麦斯, 出生日期, 1977年6月3日
克里斯蒂亚诺·马克斯·戈麦斯, 身高, 180.0  CM
克里斯蒂亚诺·马克斯·戈麦斯, 体重, 77.0  KG
克里斯蒂亚诺·马克斯·戈麦斯, 运动项目, 足球
克里斯蒂亚诺·马克斯·戈麦斯, 所属运动队, 里昂足球俱乐部
克里斯蒂亚诺·马克斯·戈麦斯, 场上位置, 后卫
克里斯蒂亚诺·马克斯·戈麦斯, 球衣号码, 3号
克里斯蒂亚诺·马克斯·戈麦斯, 曾效力球队, 克鲁塞罗足球俱乐部
克里斯蒂亚诺·马克斯·戈麦斯, tag, 运动员
克里斯蒂亚诺·马克斯·戈麦斯, tag, 人物
克里斯蒂亚诺·马克斯·戈麦斯, 中文名, 克里斯蒂亚诺·马克斯·戈麦斯
克里斯蒂亚诺·马克斯·戈麦斯, 外文名, Cristiano Marques Gomez
克里斯蒂亚诺·马克斯·戈麦斯, 别名, 克里斯
克里斯蒂亚诺·马克斯·戈麦斯, 国籍, 巴西
克里斯蒂亚诺·马克斯·戈麦斯, 出生地, 巴西瓜鲁柳斯
克里斯蒂亚诺·马克斯·戈麦斯, 出生日期, 1977年6月3日
克里斯蒂亚诺·马克斯·戈麦斯, 身高, 180.0  CM
克里斯蒂亚诺·马克斯·戈麦斯, 体重, 77.0  KG
克里斯蒂亚诺·马克斯·戈麦斯, 运动项目, 足球
克里斯蒂亚诺·马克斯·戈麦斯, 所属运动队, 里昂足球俱乐部
克里斯蒂亚诺·马克斯·戈麦斯, 场上位置, 后卫
克里斯蒂亚诺·马克斯·戈麦斯, 球衣号码, 3号
克里斯蒂亚诺·马克斯·戈麦斯, 曾效力球队, 克鲁塞罗足球俱乐部
克里斯蒂亚诺·马克斯·戈麦斯, tag, 运动员
克里斯蒂亚诺·马克斯·戈麦斯, tag, 人物
吉米·布里安德, 中文名, 吉米·布里安德
吉米·布里安德, 国籍, 法国
吉米·布里安德, 出生地, 法国塞纳河畔维特里
吉米·布里安德, 出生日期, 1985-08-02
吉米·布里安德, 身高, 180kg
吉米·布里安德, 体重, 84kg
吉米·布里安德, 运动项目, 足球
吉米·布里安德, 所属运动队, 里昂足球俱乐部
吉米·布里安德, 专业特点, 惯用右脚
吉米·布里安德, 场上位置, 前锋
吉米·布里安德, 球衣号码, 19号
吉米·布里安德, tag, 运动员
吉米·布里安德, tag, 足球运动员
吉米·布里安德, tag, 足球
吉米·布里安德, tag, 体育人物
吉米·布里安德, tag, 体育
吉米·布里安德, tag, 人物
基姆·谢尔斯特伦, 中文名, 基姆·谢尔斯特伦
基姆·谢尔斯特伦, 出生地, 瑞典桑德维肯
基姆·谢尔斯特伦, 出生日期, 1982-08-24
基姆·谢尔斯特伦, 身高, 185cm
基姆·谢尔斯特伦, 体重, 87kg
基姆·谢尔斯特伦, 运动项目, 足球
基姆·谢尔斯特伦, 所属运动队, 里昂足球俱乐部
基姆·谢尔斯特伦, 场上位置, 中场
基姆·谢尔斯特伦, 场上号码, 6号
基姆·谢尔斯特伦, tag, 运动员
基姆·谢尔斯特伦, tag, 人物
谢尔斯特伦, 中文名, 基姆·谢尔斯特伦
奥亚尔, 中文名, 奥亚尔
奥亚尔, 外文名, Houssem Aouar
奥亚尔, 国籍, 法国（阿尔及利亚）双重国籍
奥亚尔, 出生地, 里昂
奥亚尔, 出生日期, 1998年6月30日
奥亚尔, 毕业院校, 里昂青训
奥亚尔, 身高, 175cm
奥亚尔, 体重, 70kg
奥亚尔, 运动项目, 足球
奥亚尔, 所属运动队, 里昂足球俱乐部
奥亚尔, 场上位置, 中前卫
奥亚尔, 惯用脚, 右脚
奥亚尔, 球衣号码, 8号
奥亚尔祖恩, 中文名, 奥亚尔祖恩
奥亚尔祖恩, 运动项目, 足球
奥亚尔祖恩, tag, 足球运动员
奥亚尔祖恩, tag, 足球
奥亚尔祖恩, tag, 体育人物
奥亚尔聪河, 中文名, 奥亚尔聪河
奥亚尔聪河, 位于, 西班牙北部巴斯克地区
奥亚尔聪河, 河道全长, 18.5公里
奥亚尔聪河, 流域面积, 84.75平方公里
奥亚尔聪河, tag, 河流
奥亚尔聪河, tag, 地形地貌
奥亚尔迪, 中文名, 奥亚尔迪
奥亚尔迪, 英文名, MohammedOuardi
奥亚尔迪, 国籍, 摩洛哥
奥亚尔迪, 出生年月, 1980年9月1日
奥亚尔迪, 职业, 运动员 足球
奥亚尔迪, tag, 足球运动员
奥亚尔迪, tag, 足球
奥亚尔迪, tag, 体育人物
安东尼·洛佩斯, 中文名, 安东尼·洛佩斯
安东尼·洛佩斯, 外文名, Anthony Lopes
安东尼·洛佩斯, 国籍, 法国
安东尼·洛佩斯, 出生地, 法国日沃尔
安东尼·洛佩斯, 出生日期, 1990年10月1日
安东尼·洛佩斯, 身高, 184cm
安东尼·洛佩斯, 体重, 81kg
安东尼·洛佩斯, 运动项目, 足球
安东尼·洛佩斯, 所属运动队, 里昂足球俱乐部
安东尼·洛佩斯, 主要奖项, 2016年欧洲杯冠军
安东尼·洛佩斯, 场上位置, 门将
安东尼·洛佩斯, 惯用脚, 左脚
安东尼·洛佩斯, tag, 运动员
安东尼·洛佩斯, tag, 足球运动员
安东尼·洛佩斯, tag, 足球
安东尼·洛佩斯, tag, 体育人物
安东尼·洛佩斯, tag, 人物
弗罗伦特·巴尔蒙特, 中文名, 弗罗伦特·巴尔蒙特
弗罗伦特·巴尔蒙特, 国籍, 法国
弗罗伦特·巴尔蒙特, 出生地, 里昂
弗罗伦特·巴尔蒙特, 出生日期, 1980年2月2日
弗罗伦特·巴尔蒙特, 身高, 169cm
弗罗伦特·巴尔蒙特, 体重, 67kg
弗罗伦特·巴尔蒙特, 运动项目, 足球
弗罗伦特·巴尔蒙特, 所属运动队, 里昂足球俱乐部
弗罗伦特·巴尔蒙特, 场上位置, 中场
弗罗伦特·巴尔蒙特, 球衣号码, 14号
弗罗伦特·巴尔蒙特, tag, 运动员
弗罗伦特·巴尔蒙特, tag, 足球运动员
弗罗伦特·巴尔蒙特, tag, 足球
弗罗伦特·巴尔蒙特, tag, 体育人物
弗罗伦特·巴尔蒙特, tag, 体育
弗罗伦特·巴尔蒙特, tag, 人物
纳比尔·费基尔, 中文名, 纳比尔·费基尔
纳比尔·费基尔, 外文名, Nabil Fekir
纳比尔·费基尔, 国籍, 法国（阿尔及利亚）双重国籍
纳比尔·费基尔, 出生地, 里昂
纳比尔·费基尔, 出生日期, 1993年7月18日
纳比尔·费基尔, 毕业院校, 里昂青训
纳比尔·费基尔, 身高, 173cm
纳比尔·费基尔, 体重, 72kg
纳比尔·费基尔, 运动项目, 足球
纳比尔·费基尔, 所属运动队, 里昂足球俱乐部
纳比尔·费基尔, 主要奖项, 2014-15赛季法甲最佳青年球员
纳比尔·费基尔, 场上位置, 前腰
纳比尔·费基尔, 惯用脚, 左脚
纳比尔·费基尔, 球衣号码, 18号
纳比尔·费基尔, tag, 运动员
纳比尔·费基尔, tag, 足球运动员
纳比尔·费基尔, tag, 足球
纳比尔·费基尔, tag, 体育人物
纳比尔·费基尔, tag, 人物
雷米·加尔德, 中文名, 雷米·加尔德
雷米·加尔德, 外文名, Remi Garde
雷米·加尔德, 别名, 加尔德
雷米·加尔德, 国籍, 法国
雷米·加尔德, 出生地, 拉尔布雷勒
雷米·加尔德, 出生日期, 1966-04-03
雷米·加尔德, 身高, 175cm
雷米·加尔德, 体重, 72kg
雷米·加尔德, 运动项目, 足球
雷米·加尔德, 所属运动队, 里昂足球俱乐部
雷米·加尔德, 专业特点, 防守中场
雷米·加尔德, 重要事件, 曾效力于阿森纳俱乐部
雷米·加尔德, 性别, 男
雷米·加尔德, 现任职位, 主教练
雷米·加尔德, 场上位置, 后卫
雷米·加尔德, 惯用脚, 右脚
雷米·加尔德, tag, 运动员
雷米·加尔德, tag, 足球运动员
雷米·加尔德, tag, 足球
雷米·加尔德, tag, 教练
雷米·加尔德, tag, 人物
奥布雷尼亚克, 中文名, 奥布雷尼亚克
奥布雷尼亚克, 外文名, Obraniak
奥布雷尼亚克, 国籍, 法国
奥布雷尼亚克, 出生地, 梅斯(法国)
奥布雷尼亚克, 出生日期, 1984-11-10
奥布雷尼亚克, 体重, 68公斤
奥布雷尼亚克, 运动项目, 足球
奥布雷尼亚克, 所属运动队, 波尔多足球俱乐部
奥布雷尼亚克, 场上位置, 前卫
奥布雷尼亚克, 身高, 171厘米
奥布雷尼亚克, tag, 足球运动员
奥布雷尼亚克, tag, 足球
奥布雷尼亚克, tag, 体育人物
奥沃·穆萨·马佐, 中文名, 奥沃·穆萨·马佐
奥沃·穆萨·马佐, 外文名, Maazou
奥沃·穆萨·马佐, 国籍, 尼日尔
奥沃·穆萨·马佐, 出生地, 尼亚美
奥沃·穆萨·马佐, 出生日期, 1988年8月25日
奥沃·穆萨·马佐, 身高, 190cm
奥沃·穆萨·马佐, 体重, 78kg
奥沃·穆萨·马佐, 运动项目, 足球
奥沃·穆萨·马佐, 所属运动队, 波尔多足球俱乐部
奥沃·穆萨·马佐, 专业特点, 整体性
奥沃·穆萨·马佐, 专业特点, 易变性
奥沃·穆萨·马佐, 场上位置, 前锋
奥沃·穆萨·马佐, 球衣号码, 12号
奥沃·穆萨·马佐, 惯用脚, 右脚
奥沃·穆萨·马佐, tag, 运动员
奥沃·穆萨·马佐, tag, 人物
杰雷米·梅内, 中文名, 杰雷米·梅内
杰雷米·梅内, 外文名, Jérémy MENEZ
杰雷米·梅内, 国籍, 法国
杰雷米·梅内, 出生地, 法国
杰雷米·梅内, 出生日期, 1987年5月7日
杰雷米·梅内, 身高, 181厘米
杰雷米·梅内, 体重, 73KG
杰雷米·梅内, 运动项目, 足球
杰雷米·梅内, 所属运动队, 波尔多足球俱乐部
杰雷米·梅内, 场上位置, 影子前锋
杰雷米·梅内, 场上位置, 边锋
杰雷米·梅内, 身价, 1050万欧元
杰雷米·梅内, tag, 运动员
杰雷米·梅内, tag, 足球运动员
杰雷米·梅内, tag, 足球
杰雷米·梅内, tag, 体育人物
杰雷米·梅内, tag, 体育
杰雷米·梅内, tag, 人物
杰雷米·梅内斯, 中文名, 杰雷米·梅内斯
杰雷米·梅内斯, 外文名, Jeremy Menez
杰雷米·梅内斯, 国籍, 法国
杰雷米·梅内斯, 出生日期, 1987-05-07
杰雷米·梅内斯, 身高, 181 cm
杰雷米·梅内斯, 运动项目, 足球
杰雷米·梅内斯, 所属运动队, 罗马
杰雷米·梅内斯, 位置, 影子前锋/左边锋/右边锋/前腰
杰雷米·梅内斯, 合约至, 2012年
杰雷米·梅内斯, 号码, 24
杰雷米·梅内斯, 主力脚, 右脚
杰雷米·梅内斯, tag, 运动员
杰雷米·梅内斯, tag, 足球运动员
杰雷米·梅内斯, tag, 足球
杰雷米·梅内斯, tag, 人物
武贾丁·萨维奇, 中文名, 武贾丁·萨维奇
武贾丁·萨维奇, 外文名, Vujadin Savic
武贾丁·萨维奇, 国籍, 塞尔维亚
武贾丁·萨维奇, 出生地, 塞尔维亚贝尔格莱德
武贾丁·萨维奇, 出生日期, 1990-07-01
武贾丁·萨维奇, 身高, 194厘米
武贾丁·萨维奇, 体重, 85公斤
武贾丁·萨维奇, 运动项目, 足球
武贾丁·萨维奇, 所属运动队, 波尔多足球俱乐部
武贾丁·萨维奇, 场上位置, 中后卫
武贾丁·萨维奇, 球衣号码, 15号
武贾丁·萨维奇, tag, 运动员
武贾丁·萨维奇, tag, 足球运动员
武贾丁·萨维奇, tag, 足球
武贾丁·萨维奇, tag, 体育
武贾丁·萨维奇, tag, 人物
法希德·本·哈尔法拉, 中文名, 法希德·本·哈尔法拉
法希德·本·哈尔法拉, 国籍, 法国
法希德·本·哈尔法拉, 出生地, 法国佩罗讷
法希德·本·哈尔法拉, 出生日期, 1982年10月09日
法希德·本·哈尔法拉, 身高, 174厘米
法希德·本·哈尔法拉, 体重, 68千克
法希德·本·哈尔法拉, 运动项目, 足球
法希德·本·哈尔法拉, 所属运动队, 波尔多足球俱乐部
法希德·本·哈尔法拉, 场上位置, 中场
法希德·本·哈尔法拉, 球衣号码, 8号
法希德·本·哈尔法拉, tag, 足球运动员
法希德·本·哈尔法拉, tag, 足球
法希德·本·哈尔法拉, tag, 体育人物
法希德·本·哈尔法拉, tag, 体育
法希德·本·哈尔法拉赫, 中文名, 法希德·本·哈尔法拉赫
法希德·本·哈尔法拉赫, 外文名, Fahid Ben Khalfallah
法希德·本·哈尔法拉赫, 国籍, 法国
法希德·本·哈尔法拉赫, 出生地, 法国佩罗讷
法希德·本·哈尔法拉赫, 出生日期, 1982-10-09
法希德·本·哈尔法拉赫, 身高, 174.0 CM
法希德·本·哈尔法拉赫, 体重, 68.0 KG
法希德·本·哈尔法拉赫, 所属运动队, 华伦辛尼斯球队
法希德·本·哈尔法拉赫, tag, 足球运动员
法希德·本·哈尔法拉赫, tag, 足球
法希德·本·哈尔法拉赫, tag, 体育人物
法希德·本·哈尔法拉赫, tag, 体育
法希德·本·哈尔法拉赫, tag, 人物
迭戈·孔滕托, 中文名, 迭戈·孔滕托
迭戈·孔滕托, 外文名, Diego Contento
迭戈·孔滕托, 国籍, 意大利
迭戈·孔滕托, 出生地, 意大利
迭戈·孔滕托, 出生日期, 1990年5月1日
迭戈·孔滕托, 身高, 176厘米
迭戈·孔滕托, 体重, 70公斤
迭戈·孔滕托, 运动项目, 足球
迭戈·孔滕托, 所属运动队, 波尔多足球俱乐部
迭戈·孔滕托, 场上位置, 后卫
迭戈·孔滕托, 惯用脚, 左脚
迭戈·孔滕托, 欧洲三大杯, 出场4次
迭戈·孔滕托, 欧洲三大杯, 进0球
迭戈·孔滕托, 欧洲冠军联赛, 出场4次
迭戈·孔滕托, 欧洲冠军联赛, 进0球
迭戈·孔滕托, tag, 运动员
迭戈·孔滕托, tag, 足球运动员
迭戈·孔滕托, tag, 体育人物
迭戈·孔滕托, tag, 人物
马修·沙尔梅, 中文名, 马修·沙尔梅
马修·沙尔梅, 别名, 查尔美
马修·沙尔梅, 国籍, 法国
马修·沙尔梅, 出生地, 比利时布鲁日
马修·沙尔梅, 出生日期, 1980-10-07
马修·沙尔梅, 身高, 180.0 CM
马修·沙尔梅, 体重, 73.0 KG
马修·沙尔梅, 运动项目, 足球
马修·沙尔梅, 所属运动队, 波尔多足球俱乐部
马修·沙尔梅, 场上位置, 后卫
马修·沙尔梅, 球衣号码, 21 号
马修·沙尔梅, tag, 足球运动员
马修·沙尔梅, tag, 政治人物
马修·沙尔梅, tag, 人物
阿奇博尔德·利奇, 代表作品, 安菲尔德球场
斯坦利公园酒店, 地理位置, 安菲尔德球场
圣希尔达酒店, 地理位置, 安菲尔德球场
利物浦足球俱乐部, 主场馆, 安菲尔德球场
利物浦足球俱乐部, 主场馆, 安菲尔德球场
霍特兰菲尔德酒店, 地理位置, 安菲尔德球场
利物浦酒店, 周围景观, 安菲尔德球场
安菲尔德球场, 中文名称, 安菲尔德球场
安菲尔德球场, 外文名称, Anfield Stadium
安菲尔德球场, 类别, 专业足球场
安菲尔德球场, 地点, 英格兰利物浦安菲尔德
安菲尔德球场, 竣工时间, 1884
安菲尔德球场, 修建时间, 1878年
安菲尔德球场, 竣工时间, 1884年9月
安菲尔德球场, 入驻时间, 1884-1892埃弗顿1892-至今利物浦
安菲尔德球场, 草坪面积, 101.2米×67.6米
安菲尔德球场, 座位数量, 54074
安菲尔德球场, tag, 足球场
安菲尔德球场, tag, 足球
安菲尔德球场, tag, 地理
安菲尔德球场, tag, 地点
安菲尔德球场, tag, 体育设施
安菲尔德球场, tag, 体育
kop, 地点, 安菲尔德球场
莱斯特城足球俱乐部, 主场馆, 皇权球场
皇权球场, 中文名, 皇权球场
皇权球场, 外文名, King Power Stadium
皇权球场, 地理位置, 英格兰东米德兰兹莱斯特郡莱斯特
皇权球场, 主场球队, 莱斯特城
皇权球场, tag, 足球场
皇权球场, tag, 足球
皇权球场, tag, 地理
皇权球场, tag, 地点
皇权球场, tag, 体育设施
阿森纳足球俱乐部, 主场馆, 酋长球场
酋长球场, 中文名, 酋长球场
酋长球场, 外文名, Emirates Stadium
酋长球场, 建成日期, 2006年7月
酋长球场, 容量," 60,000"
酋长球场, 建筑师, Hok Sport
酋长球场, tag, 足球场
酋长球场, tag, 足球
酋长球场, tag, 村庄
酋长球场, tag, 建筑
酋长球场, tag, 地点
酋长球场, tag, 体育设施
酋长球场, tag, 体育
酋长大球场, 中文名, 酋长球场
阿森纳后备队, 主场, 酋长球场
莫利纽球场, tag, 足球场
莫利纽球场, tag, 足球
莫利纽球场, tag, 体育
曼彻斯特联足球俱乐部, 主场馆, 老特拉福德球场
阿奇博尔德·利奇, 代表作品, 老特拉福德球场
曼彻斯特钟楼酒店, 地理位置, 老特拉福德球场
码头公寓酒店, 地理位置, 老特拉福德球场
老特拉福德球场, 中文名称, 老特拉福德球场
老特拉福德球场, 外文名称, Old Trafford
老特拉福德球场, 类别, 专业足球场
老特拉福德球场, 地点, 英国大曼彻斯特郡
老特拉福德球场, 竣工时间, 1910年
老特拉福德球场, 开放时间, 9:40am-4:30pm
老特拉福德球场, 别名, 梦剧场
老特拉福德球场, 所属球队, 曼彻斯特联足球俱乐部
老特拉福德球场, 容量, 76212人
老特拉福德球场, 最佳游玩季节, 4-9月最佳
老特拉福德球场, 建议游玩时长, 1小时
老特拉福德球场, 门票价格, 团队游成人/儿童 £12/8
老特拉福德球场, 官方网站, manutd.com
老特拉福德球场, tag, 足球场
老特拉福德球场, tag, 足球
老特拉福德球场, tag, 地理
老特拉福德球场, tag, 地点
老特拉福德球场, tag, 体育设施
老特拉福德球场, 中文名称, 老特拉福德球场
老特拉福德球场, 外文名称, Old Trafford
老特拉福德球场, 类别, 专业足球场
老特拉福德球场, 地点, 英国大曼彻斯特郡
老特拉福德球场, 竣工时间, 1910年
老特拉福德球场, 开放时间, 9:40am-4:30pm
老特拉福德球场, 别名, 梦剧场
老特拉福德球场, 所属球队, 曼彻斯特联足球俱乐部
老特拉福德球场, 容量, 76212人
老特拉福德球场, 最佳游玩季节, 4-9月最佳
老特拉福德球场, 建议游玩时长, 1小时
老特拉福德球场, 门票价格, 团队游成人/儿童 £12/8
老特拉福德球场, 官方网站, manutd.com
老特拉福德球场, tag, 足球场
老特拉福德球场, tag, 足球
老特拉福德球场, tag, 地理
老特拉福德球场, tag, 地点
老特拉福德球场, tag, 体育设施
英国曼彻斯特媒体城假日酒店, 地理位置, 老特拉福德球场
心之公寓酒店, 地理位置, 老特拉福德球场
特拉福德中心南曼彻斯特普瑞米尔酒店, 地理位置, 老特拉福德球场
曼彻斯特联足球俱乐部, 主场馆, 老特拉福德球场
曼彻斯特特拉福德北中心高级酒店, 地理位置, 老特拉福德球场
MediaCityBreaks Apartments公寓酒店, 地理位置, 老特拉福德球场
普瑞米尔曼切斯特酒店, 地理位置, 老特拉福德球场
华美达曼切斯特索尔福德码头酒店, 地理位置, 老特拉福德球场
码头公寓, 地理位置, 老特拉福德球场
国敦曼切斯特酒店, 地理位置, 老特拉福德球场
曼彻斯特索尔福德码头宜必思快捷酒店, 地理位置, 老特拉福德球场
老特拉福德旅馆, 地理位置, 老特拉福德球场
My Space Apartments公寓酒店, 地理位置, 老特拉福德球场
老特拉福德公寓, 地理位置, 老特拉福德球场
罗塔纳公寓, 地理位置, 老特拉福德球场
特拉福德宫酒店, 地理位置, 老特拉福德球场
曼彻斯特索尔福德码头快捷假日酒店, 地理位置, 老特拉福德球场
维多利亚仓库旅馆, 地理位置, 老特拉福德球场
切斯特酒店&餐厅, 地理位置, 老特拉福德球场
普瑞米尔曼切斯特特拉福德中心西区酒店, 地理位置, 老特拉福德球场
假日曼切斯特-传媒之城酒店, 地理位置, 老特拉福德球场
快捷假日曼切斯特索尔福德码头酒店, 地理位置, 老特拉福德球场
曼彻斯特- 索尔福德钟楼酒店, 地理位置, 老特拉福德球场
瓦伦西亚足球俱乐部, 主场馆, 梅斯塔利亚球场
梅斯塔利亚球场, 中文名, 梅斯塔利亚球场
梅斯塔利亚球场, 外文名," Mestalla,campdelValència"
梅斯塔利亚球场, 别名, EstadiodeMestalla
梅斯塔利亚球场, 所属球队, 瓦伦西亚足球俱乐部
梅斯塔利亚球场, 重要事件, 1925年举办了第一场国家队的比赛
梅斯塔利亚球场, tag, 足球场
梅斯塔利亚球场, tag, 社会
梅斯塔利亚球场, tag, 地理
Beach Sun Apartments, 周围景观, 梅斯塔利亚球场
国际米兰足球俱乐部, 主场馆, 梅阿查体育场
马德里竞技足球俱乐部, 主场馆, 万达大都会球场
切尔西足球俱乐部, 主场馆, 斯坦福桥球场
斯坦福桥球场, 中文名, 斯坦福桥球场
斯坦福桥球场, 外文名, Stamford Bridge Stadium
斯坦福桥球场, 所属球队, 切尔西足球俱乐部
斯坦福桥球场, 启用时间, 1877年4月28日
斯坦福桥球场, 容纳人数," 41,663坐席"
斯坦福桥球场, 所在位置, 伦敦
斯坦福桥球场, 建筑师, 阿奇巴尔德·利思
斯坦福桥球场, 贴吧, 斯坦福桥吧
斯坦福桥球场, tag, 足球场
斯坦福桥球场, tag, 足球
斯坦福桥球场, tag, 街区路
斯坦福桥球场, tag, 地点
斯坦福桥球场, tag, 俱乐部
斯坦福桥球场, tag, 体育设施
斯坦福桥球场, tag, 体育
阿奇博尔德·利奇, 代表作品, 斯坦福桥球场
切尔西足球俱乐部, 主场馆, 斯坦福桥球场
瓦伦西亚城市球场, 中文名, 瓦伦西亚城市球场
瓦伦西亚城市球场, 始建于, 1969年
瓦伦西亚城市球场, 所属球队, 莱万特足球俱乐部的主场
瓦伦西亚城市球场, 地区, 巴伦西亚
瓦伦西亚城市球场, tag, 体育设施
尤文图斯足球俱乐部, 主场馆, 安联体育场
温布利球场, 中文名, 温布利球场
温布利球场, 外文名, Wembley Stadium
温布利球场, 所在地, 英国伦敦
温布利球场, 拥有者, 英格兰足球总会
温布利球场, 球场主队, 英格兰足球代表队
温布利球场, 座位数," 90,000坐席"
温布利球场, 球场尺码, 105米*68米（115英尺*74英尺）
温布利球场, tag, 足球场
温布利球场, tag, 足球
温布利球场, tag, 街区路
温布利球场, tag, 地点
托特纳姆热刺足球俱乐部, 主场馆, 温布利球场
英格兰足总杯, 决赛地点, 温布利球场
1996年英格兰欧洲杯, 决赛场地, 温布利球场
2009-10赛季英格兰足总杯, 地点, 温布利球场
英国足总杯决赛, 举办地点, 温布利球场
情歌球场, 中文名称, 情歌球场
情歌球场, 外文名称, El Madrigal
情歌球场, 类别, 球场
情歌球场, 地点, 西班牙
情歌球场, tag, 足球场
情歌球场, tag, 足球
情歌球场, tag, 地理
情歌球场, tag, 地点
情歌球场, tag, 体育设施
罗马足球俱乐部, 主场馆, 罗马奥林匹克球场
罗马足球俱乐部, 主场馆, 罗马奥林匹克球场
1980年意大利欧洲杯, 决赛场地, 罗马奥林匹克球场
拉齐奥足球俱乐部, 主场馆, 罗马奥林匹克球场
拉齐奥足球俱乐部, 主场馆, 罗马奥林匹克球场
意大利国家男子足球队, 主场馆, 罗马奥林匹克球场
塞维利亚足球俱乐部, 主场馆, 拉蒙·桑切斯·皮斯胡安球场
拉蒙·桑切斯·皮斯胡安球场, 中文名, 拉蒙·桑切斯·皮斯胡安球场
拉蒙·桑切斯·皮斯胡安球场, 外文名, Estadio Ramón Sánchez Pizjuán
拉蒙·桑切斯·皮斯胡安球场, 位置, 西班牙塞维利亚市
拉蒙·桑切斯·皮斯胡安球场, 类型, 球场
拉蒙·桑切斯·皮斯胡安球场, 观众容量, 45500人
拉蒙·桑切斯·皮斯胡安球场, 荣誉, 1982年世界杯场馆
拉蒙·桑切斯·皮斯胡安球场, 建议游玩时长, 2小时
拉蒙·桑切斯·皮斯胡安球场, 门票价格, 看比赛需要购票
拉蒙·桑切斯·皮斯胡安球场, tag, 足球场
拉蒙·桑切斯·皮斯胡安球场, tag, 营业场所
拉蒙·桑切斯·皮斯胡安球场, tag, 地点
拉蒙·桑切斯·皮斯胡安球场, tag, 体育设施
阿尔比诺莱费足球俱乐部, 主场馆, 意大利蓝色竞技体育场
意大利蓝色竞技体育场, 中文名, 意大利蓝色竞技体育场
意大利蓝色竞技体育场, 外文名, Stadio Atleti Azzurri d'Italia
意大利蓝色竞技体育场, 所属市县, 意大利贝加莫市
意大利蓝色竞技体育场, 球队, 亚特兰大
意大利蓝色竞技体育场, 球队, 阿尔比诺莱费
意大利蓝色竞技体育场, tag, 地理
曼彻斯特城市球场, 中文名, 曼彻斯特市球场
曼彻斯特城市球场, 中文名, 阿提哈德球场
曼彻斯特城市球场, 外文名, City of Manchester Stadium
曼彻斯特城市球场, 外文名, Etihad Stadium
曼彻斯特城市球场, 业主, 曼彻斯特市议会
曼彻斯特城市球场, 足球俱乐部, 曼彻斯特城足球俱乐部
曼彻斯特城市球场, 草坪表层, 天然草坪
曼彻斯特城市球场, 草坪面积, 116.5 x 78 码
曼彻斯特城市球场, 容纳人数, 55097
曼彻斯特城市球场, tag, 足球场
曼彻斯特城市球场, tag, 足球
曼彻斯特城市球场, tag, 地理
曼彻斯特城市球场, tag, 地点
曼彻斯特城市球场, tag, 体育设施
阿方索·佩雷斯球场, 中文名, 阿方索·佩雷斯球场
阿方索·佩雷斯球场, 外文名, ColiseumAlfonso Perez
阿方索·佩雷斯球场, 球场面积, 105x71米
